global_sample_index,num_false_negatives,num_false_positives,error_count,true_labels,predicted_labels,false_negative_labels,false_positive_labels,false_negative_probs,false_positive_probs
792936,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Haloalkane | Hydrazone,Alkane | Alkene | Arene | Ether | Ketone,Amide | Amine | Haloalkane | Hydrazone,Ether | Ketone,Amide=0.0900 | Amine=0.0619 | Haloalkane=0.2224 | Hydrazone=0.0007,Ether=0.5025 | Ketone=0.7660
681,1,4,5,Alkane | Amine | Arene,Alcohol | Alkane | Arene | Ether | Haloalkane | Sulfonate,Amine,Alcohol | Ether | Haloalkane | Sulfonate,Amine=0.0513,Alcohol=0.9939 | Ether=0.4605 | Haloalkane=0.5202 | Sulfonate=0.9960
888,3,2,5,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane | Phenol,Alcohol | Amine | Arene | Haloalkane | Phenol | Sulfide,Alkane | Ester | Ether,Amine | Sulfide,Alkane=0.1079 | Ester=0.0041 | Ether=0.2884,Amine=0.6570 | Sulfide=0.7877
1049,1,4,5,Alcohol | Alkane | Amide | Haloalkane,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane | Phenol,Amide,Arene | Ester | Ether | Phenol,Amide=0.2366,Arene=0.9641 | Ester=0.6393 | Ether=0.6240 | Phenol=0.8291
1409,2,3,5,Alkane | Amide | Haloalkane,Alkane | Amine | Carbamate | Ether,Amide | Haloalkane,Amine | Carbamate | Ether,Amide=0.0478 | Haloalkane=0.0879,Amine=0.8671 | Carbamate=0.9923 | Ether=0.7136
1769,1,4,5,Alkane | Amine | Nitrile | Sulfide,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Nitrile,Sulfide,Amide | Arene | Ether | Haloalkane,Sulfide=0.2890,Amide=0.6836 | Arene=0.4074 | Ether=0.5509 | Haloalkane=0.7577
2711,3,2,5,Amine | Arene | Ester | Ether | Haloalkane,Alkane | Amine | Arene | Sulfide,Ester | Ether | Haloalkane,Alkane | Sulfide,Ester=0.0070 | Ether=0.0505 | Haloalkane=0.2446,Alkane=0.8864 | Sulfide=0.5084
3422,3,2,5,Alcohol | Alkane | Amine | Arene | Ether | Phenol | Sulfonamide,Alcohol | Alkane | Alkene | Amine | Arene | Haloalkane,Ether | Phenol | Sulfonamide,Alkene | Haloalkane,Ether=0.2579 | Phenol=0.0175 | Sulfonamide=0.0008,Alkene=0.9568 | Haloalkane=0.7508
3613,3,2,5,Amide | Amine | Arene | Hydrazone,Alkane | Amine | Ether,Amide | Arene | Hydrazone,Alkane | Ether,Amide=0.0004 | Arene=0.0909 | Hydrazone=0.0000,Alkane=0.7991 | Ether=0.4980
3729,3,2,5,Alkane | Alkene | Amine | Hydrazine | Hydrazone,Alkane | Amine | Haloalkane | Thioamide,Alkene | Hydrazine | Hydrazone,Haloalkane | Thioamide,Alkene=0.1374 | Hydrazine=0.0020 | Hydrazone=0.0174,Haloalkane=0.4875 | Thioamide=0.9840
4470,3,2,5,Alkane | Amide | Arene | Imide | Sulfonamide,Alkane | Arene | Ester | Ether,Amide | Imide | Sulfonamide,Ester | Ether,Amide=0.1985 | Imide=0.0003 | Sulfonamide=0.0242,Ester=0.8281 | Ether=0.8274
4849,2,3,5,Alkane | Arene | Carbamate | Ether | Thiol,Alkane | Amine | Arene | Haloalkane | Thioamide | Thiol,Carbamate | Ether,Amine | Haloalkane | Thioamide,Carbamate=0.0009 | Ether=0.0698,Amine=0.9275 | Haloalkane=0.7475 | Thioamide=0.9805
5411,1,4,5,Alcohol | Alkane | Carboxylic acid | Ether,Alcohol | Alkane | Arene | Carboxylic acid | Haloalkane | Ketone | Sulfide,Ether,Arene | Haloalkane | Ketone | Sulfide,Ether=0.3116,Arene=0.5925 | Haloalkane=0.5884 | Ketone=0.9520 | Sulfide=0.5359
5689,1,4,5,Alcohol | Alkane | Amine | Arene | Ether | Ketone,Alcohol | Alkane | Amide | Amine | Arene | Haloalkane | Hydrazone | Ketone | Phenol,Ether,Amide | Haloalkane | Hydrazone | Phenol,Ether=0.0692,Amide=0.5139 | Haloalkane=0.4798 | Hydrazone=0.9557 | Phenol=0.9282
6033,4,1,5,Alcohol | Alkane | Alkyne | Phenol | Sulfide,Alkane | Amide,Alcohol | Alkyne | Phenol | Sulfide,Amide,Alcohol=0.5800 | Alkyne=0.0002 | Phenol=0.4843 | Sulfide=0.2069,Amide=0.8509
6511,2,3,5,Alkane | Amide | Amine | Arene | Ether | Haloalkane,Alkane | Alkene | Amine | Arene | Haloalkane | Ketone | Sulfide,Amide | Ether,Alkene | Ketone | Sulfide,Amide=0.2016 | Ether=0.2675,Alkene=0.7311 | Ketone=0.6865 | Sulfide=0.6107
6629,5,0,5,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Ester | Ether | Haloalkane | Hydrazone | Ketone,Alcohol | Alkane | Amine | Arene | Carboxylic acid,Ester | Ether | Haloalkane | Hydrazone | Ketone,,Ester=0.1444 | Ether=0.2912 | Haloalkane=0.2531 | Hydrazone=0.0341 | Ketone=0.0774,
8075,3,2,5,Alcohol | Alkane | Amine | Arene | Phenol | Sulfide,Alcohol | Alkane | Arene | Ether | Imide,Amine | Phenol | Sulfide,Ether | Imide,Amine=0.3059 | Phenol=0.0048 | Sulfide=0.0532,Ether=0.3923 | Imide=0.9487
8424,1,4,5,Alkane | Arene | Haloalkane,Alcohol | Alkane | Arene | Ester | Ether | Phenol,Haloalkane,Alcohol | Ester | Ether | Phenol,Haloalkane=0.3100,Alcohol=0.7622 | Ester=0.6214 | Ether=0.5682 | Phenol=0.6917
11336,3,2,5,Alkane | Alkene | Amine | Enamine | Ether | Nitrile | Thioamide,Alkane | Amine | Arene | Ether | Haloalkane | Nitrile,Alkene | Enamine | Thioamide,Arene | Haloalkane,Alkene=0.4548 | Enamine=0.0227 | Thioamide=0.0000,Arene=0.6239 | Haloalkane=0.4167
12661,3,2,5,Alkane | Amine | Arene | Carbamate | Ether | Ketone | Thioamide,Alkane | Amide | Arene | Carbamate | Ether | Haloalkane,Amine | Ketone | Thioamide,Amide | Haloalkane,Amine=0.1491 | Ketone=0.2997 | Thioamide=0.0015,Amide=0.9646 | Haloalkane=0.7408
13208,2,3,5,Alcohol | Alkane | Arene | Ketone | Phenol | Sulfone,Alcohol | Alkane | Amide | Arene | Ester | Ether | Sulfone,Ketone | Phenol,Amide | Ester | Ether,Ketone=0.0388 | Phenol=0.1275,Amide=0.4604 | Ester=0.8647 | Ether=0.8984
13531,3,2,5,Alcohol | Alkane | Alkene | Arene | Enol | Ether | Ketone,Alcohol | Alkane | Arene | Ketone | Phenol | Sulfide,Alkene | Enol | Ether,Phenol | Sulfide,Alkene=0.2187 | Enol=0.9014 | Ether=0.3243,Phenol=0.7887 | Sulfide=0.5757
15321,2,3,5,Alkane | Amide | Arene | Imide | Sulfide,Alkane | Alkene | Arene | Haloalkane | Ketone | Sulfide,Amide | Imide,Alkene | Haloalkane | Ketone,Amide=0.1219 | Imide=0.2171,Alkene=0.7227 | Haloalkane=0.5433 | Ketone=0.8677
15534,3,2,5,Alkane | Amide | Amine | Arene | Carbamate | Ether | Imide,Alkane | Amide | Amine | Arene | Haloalkane | Sulfide,Carbamate | Ether | Imide,Haloalkane | Sulfide,Carbamate=0.0107 | Ether=0.3114 | Imide=0.4039,Haloalkane=0.5258 | Sulfide=0.8695
15708,2,3,5,Alkane | Alkene | Ester | Ether,Alkane | Arene | Ether | Haloalkane | Sulfide,Alkene | Ester,Arene | Haloalkane | Sulfide,Alkene=0.1272 | Ester=0.4896,Arene=0.9331 | Haloalkane=0.8879 | Sulfide=0.5448
15895,1,4,5,Alkane | Amide | Arene | Sulfide,Alkane | Amide | Arene | Ester | Ether | Haloalkane | Ketone,Sulfide,Ester | Ether | Haloalkane | Ketone,Sulfide=0.1328,Ester=0.7306 | Ether=0.7880 | Haloalkane=0.7222 | Ketone=0.8075
17522,5,0,5,Alkane | Amine | Arene | Ether | Haloalkane | Nitrile | Sulfide | Sulfonamide,Alkane | Amine | Arene,Ether | Haloalkane | Nitrile | Sulfide | Sulfonamide,,Ether=0.3355 | Haloalkane=0.1704 | Nitrile=0.0005 | Sulfide=0.1619 | Sulfonamide=0.0000,
17817,4,1,5,Alkene | Amine | Enamine | Haloalkane | Imine,Alkane | Haloalkane,Alkene | Amine | Enamine | Imine,Alkane,Alkene=0.1197 | Amine=0.1114 | Enamine=0.0007 | Imine=0.0000,Alkane=0.2265
17844,2,3,5,Alkane | Amine | Arene | Haloalkane | Ketone,Aldehyde | Alkane | Alkene | Arene | Ether | Ketone,Amine | Haloalkane,Aldehyde | Alkene | Ether,Amine=0.1101 | Haloalkane=0.2148,Aldehyde=1.0000 | Alkene=0.9642 | Ether=0.7748
18096,4,1,5,Alkane | Arene | Carbamate | Ether | Haloalkane | Sulfide | Sulfonamide,Alkane | Arene | Ester | Ether,Carbamate | Haloalkane | Sulfide | Sulfonamide,Ester,Carbamate=0.0020 | Haloalkane=0.3733 | Sulfide=0.1291 | Sulfonamide=0.0000,Ester=0.9961
18123,1,4,5,Alkane | Alkyne | Amine | Arene | Nitrile,Alkane | Amide | Amine | Arene | Ester | Ether | Haloalkane | Nitrile,Alkyne,Amide | Ester | Ether | Haloalkane,Alkyne=0.0008,Amide=0.5777 | Ester=0.8237 | Ether=0.7824 | Haloalkane=0.5392
18263,2,3,5,Alcohol | Alkane | Arene | Haloalkane | Hydrazone | Phenol,Alcohol | Alkane | Amide | Arene | Ether | Haloalkane | Imide,Hydrazone | Phenol,Amide | Ether | Imide,Hydrazone=0.0980 | Phenol=0.5243,Amide=0.9609 | Ether=0.4070 | Imide=0.8900
18472,3,2,5,Alkane | Alkene | Amine | Arene | Ether | Ketone | Sulfide,Alkane | Amide | Amine | Arene | Haloalkane | Ketone,Alkene | Ether | Sulfide,Amide | Haloalkane,Alkene=0.0818 | Ether=0.0528 | Sulfide=0.1583,Amide=0.8283 | Haloalkane=0.6931
19212,2,3,5,Acid anhydride | Alkane | Arene | Ester | Ether,Alkane | Amide | Arene | Carbamate | Ether | Imide,Acid anhydride | Ester,Amide | Carbamate | Imide,Acid anhydride=0.0300 | Ester=0.2913,Amide=0.7831 | Carbamate=0.8280 | Imide=0.9995
21834,2,3,5,Alkane | Alkene | Arene | Haloalkane | Ketone,Alkane | Arene | Ester | Ether | Haloalkane | Sulfone,Alkene | Ketone,Ester | Ether | Sulfone,Alkene=0.0581 | Ketone=0.2857,Ester=0.9447 | Ether=0.7943 | Sulfone=0.9412
24776,3,2,5,Alkane | Amide | Arene | Haloalkane | Hydrazine,Alkane | Arene | Ester | Ether,Amide | Haloalkane | Hydrazine,Ester | Ether,Amide=0.1032 | Haloalkane=0.2058 | Hydrazine=0.0000,Ester=0.9109 | Ether=0.7379
24916,2,3,5,Alkane | Amine | Arene | Carbamate | Ether | Sulfonamide,Alkane | Amide | Amine | Arene | Ester | Ether | Haloalkane,Carbamate | Sulfonamide,Amide | Ester | Haloalkane,Carbamate=0.5231 | Sulfonamide=0.2611,Amide=0.9438 | Ester=0.8398 | Haloalkane=0.5131
26181,4,1,5,Alcohol | Alkane | Alkene | Amine | Arene | Carboxylic acid | Enamine | Haloalkane | Sulfonamide,Alcohol | Alkane | Arene | Carboxylic acid | Haloalkane | Sulfone,Alkene | Amine | Enamine | Sulfonamide,Sulfone,Alkene=0.3033 | Amine=0.0576 | Enamine=0.0003 | Sulfonamide=0.0416,Sulfone=0.9405
28106,1,4,5,Alkane | Amide | Amine,Alkane | Amine | Arene | Ester | Ether | Haloalkane,Amide,Arene | Ester | Ether | Haloalkane,Amide=0.0359,Arene=0.3365 | Ester=0.7969 | Ether=0.5691 | Haloalkane=0.3865
29251,3,2,5,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Ester | Ether | Ketone,Alcohol | Alkane | Alkene | Amide | Arene | Carboxylic acid | Ether,Amine | Ester | Ketone,Alkene | Amide,Amine=0.4587 | Ester=0.5036 | Ketone=0.1008,Alkene=0.6855 | Amide=0.9877
29980,5,0,5,Alcohol | Alkane | Alkene | Arene | Enol | Ester | Ether | Ketone,Alkane | Ether | Ketone,Alcohol | Alkene | Arene | Enol | Ester,,Alcohol=0.5425 | Alkene=0.3048 | Arene=0.0751 | Enol=0.4482 | Ester=0.5195,
30791,3,2,5,Alkane | Alkene | Amide | Amine | Arene | Ester | Ether | Sulfide,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Ketone,Alkene | Ester | Sulfide,Haloalkane | Ketone,Alkene=0.5146 | Ester=0.3564 | Sulfide=0.0455,Haloalkane=0.5370 | Ketone=0.7098
30822,1,4,5,Alkane | Arene | Ester | Ether | Sulfide,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether,Sulfide,Alkene | Amide | Amine | Enamine,Sulfide=0.0821,Alkene=0.7684 | Amide=0.8170 | Amine=0.5647 | Enamine=0.9940
31139,3,2,5,Alkane | Alkyne | Amine | Ether | Sulfonamide,Alcohol | Alkane | Alkene | Ether,Alkyne | Amine | Sulfonamide,Alcohol | Alkene,Alkyne=0.0000 | Amine=0.2025 | Sulfonamide=0.5925,Alcohol=0.8484 | Alkene=0.9625
32394,4,1,5,Acid anhydride | Alcohol | Alkane | Alkene | Ester | Ether,Alcohol | Alkane | Haloalkane,Acid anhydride | Alkene | Ester | Ether,Haloalkane,Acid anhydride=0.0000 | Alkene=0.0050 | Ester=0.0978 | Ether=0.2739,Haloalkane=0.4354
33054,2,3,5,Alkane | Amine | Arene | Carbamate | Ether,Alcohol | Alkane | Amine | Arene | Ketone | Sulfide,Carbamate | Ether,Alcohol | Ketone | Sulfide,Carbamate=0.0000 | Ether=0.0334,Alcohol=0.7350 | Ketone=0.7780 | Sulfide=0.5354
33198,1,4,5,Alkane | Arene | Ketone | Sulfonate,Alkane | Arene | Ester | Ether | Haloalkane | Sulfide | Sulfonate,Ketone,Ester | Ether | Haloalkane | Sulfide,Ketone=0.0376,Ester=0.8315 | Ether=0.5562 | Haloalkane=0.9322 | Sulfide=0.6349
35048,3,2,5,Alkane | Amide | Arene | Ester | Ether,Alkane | Alkene | Amide | Sulfide,Arene | Ester | Ether,Alkene | Sulfide,Arene=0.0304 | Ester=0.5151 | Ether=0.2508,Alkene=0.8408 | Sulfide=0.9547
36933,3,2,5,Alkane | Alkene | Amine | Arene | Enamine | Ether | Ketone,Aldehyde | Alkane | Alkene | Arene | Ether | Haloalkane,Amine | Enamine | Ketone,Aldehyde | Haloalkane,Amine=0.3278 | Enamine=0.2446 | Ketone=0.1057,Aldehyde=0.9456 | Haloalkane=0.9318
37024,2,3,5,Alkane | Alkene | Amide | Arene | Enamine | Haloalkane,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Ketone,Alkene | Enamine,Amine | Ether | Ketone,Alkene=0.4570 | Enamine=0.7217,Amine=0.5607 | Ether=0.6679 | Ketone=0.9449
37096,4,1,5,Alkane | Alkene | Amide | Arene | Haloalkane | Imide | Sulfide,Alkane | Arene | Ether | Haloalkane,Alkene | Amide | Imide | Sulfide,Ether,Alkene=0.3453 | Amide=0.2894 | Imide=0.0982 | Sulfide=0.2710,Ether=0.4144
37225,2,3,5,Acyl halide | Alkane | Alkene | Haloalkane,Alkane | Alkene | Enamine | Ester | Ether,Acyl halide | Haloalkane,Enamine | Ester | Ether,Acyl halide=0.0125 | Haloalkane=0.1843,Enamine=0.9815 | Ester=0.9696 | Ether=0.7332
39564,2,3,5,Alkane | Amine | Arene | Ester | Ether | Nitrile,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane | Sulfide,Amine | Nitrile,Alcohol | Haloalkane | Sulfide,Amine=0.0289 | Nitrile=0.0081,Alcohol=0.7990 | Haloalkane=0.5613 | Sulfide=0.7564
40649,3,2,5,Alkane | Amide | Amine | Ester | Ether | Sulfide,Alkane | Amide | Arene | Haloalkane | Sulfide,Amine | Ester | Ether,Arene | Haloalkane,Amine=0.0403 | Ester=0.0480 | Ether=0.2931,Arene=0.5430 | Haloalkane=0.4552
40747,2,3,5,Alkane | Alkene | Amide | Ester | Ether,Alkane | Amide | Amine | Ether | Haloalkane | Sulfide,Alkene | Ester,Amine | Haloalkane | Sulfide,Alkene=0.0295 | Ester=0.0909,Amine=0.5309 | Haloalkane=0.8322 | Sulfide=0.8266
41034,4,1,5,Alkane | Alkyne | Amide | Arene | Haloalkane | Imine | Sulfide,Alkane | Amide | Arene | Ether,Alkyne | Haloalkane | Imine | Sulfide,Ether,Alkyne=0.0000 | Haloalkane=0.2327 | Imine=0.8400 | Sulfide=0.2763,Ether=0.5371
41041,2,3,5,Acyl halide | Alkane | Haloalkane | Sulfide,Aldehyde | Alkane | Imine | Ketone | Sulfide,Acyl halide | Haloalkane,Aldehyde | Imine | Ketone,Acyl halide=0.8113 | Haloalkane=0.3611,Aldehyde=0.9440 | Imine=0.9864 | Ketone=0.6334
42658,4,1,5,Alcohol | Alkane | Amine | Ether,Sulfide,Alcohol | Alkane | Amine | Ether,Sulfide,Alcohol=0.6681 | Alkane=0.0085 | Amine=0.3851 | Ether=0.1467,Sulfide=0.8418
42924,2,3,5,Alcohol | Alkane | Arene | Carbamate | Ether | Ketone | Phenol,Alcohol | Alkane | Amide | Amine | Arene | Carbamate | Ether | Sulfide,Ketone | Phenol,Amide | Amine | Sulfide,Ketone=0.0749 | Phenol=0.0351,Amide=0.5628 | Amine=0.9029 | Sulfide=0.5786
44587,3,2,5,Alcohol | Alkane | Amine | Arene | Carbamate | Ether | Haloalkane | Phenol | Sulfonamide,Alcohol | Alkane | Amide | Amine | Arene | Haloalkane | Ketone | Phenol,Carbamate | Ether | Sulfonamide,Amide | Ketone,Carbamate=0.0025 | Ether=0.1039 | Sulfonamide=0.0049,Amide=0.8891 | Ketone=0.7637
44808,1,4,5,Alcohol | Alkane | Arene | Ketone,Alcohol | Alkane | Arene | Ester | Ether | Haloalkane | Sulfide,Ketone,Ester | Ether | Haloalkane | Sulfide,Ketone=0.0182,Ester=0.8719 | Ether=0.8055 | Haloalkane=0.4963 | Sulfide=0.5500
45008,2,3,5,Alkane | Arene | Ester | Ether | Haloalkane,Alkane | Alkene | Amide | Arene | Haloalkane | Sulfide,Ester | Ether,Alkene | Amide | Sulfide,Ester=0.1446 | Ether=0.3018,Alkene=0.9740 | Amide=0.9242 | Sulfide=0.5214
45290,2,3,5,Alkane | Arene | Ester | Ether | Sulfide | Sulfone,Alkane | Alkene | Arene | Ether | Haloalkane | Sulfonate | Sulfone,Ester | Sulfide,Alkene | Haloalkane | Sulfonate,Ester=0.5073 | Sulfide=0.1692,Alkene=0.7840 | Haloalkane=0.5067 | Sulfonate=0.9752
45703,4,1,5,Alkane | Amine | Ester | Ether | Hydrazine | Thioamide,Alkane | Amine | Arene,Ester | Ether | Hydrazine | Thioamide,Arene,Ester=0.0599 | Ether=0.3311 | Hydrazine=0.2390 | Thioamide=0.0000,Arene=0.5202
46555,4,1,5,Alkane | Alkene | Amine | Enamine | Haloalkane | Ketone | Nitrile,Alkane | Alkene | Ether | Nitrile,Amine | Enamine | Haloalkane | Ketone,Ether,Amine=0.0485 | Enamine=0.0001 | Haloalkane=0.1887 | Ketone=0.0026,Ether=0.8134
47285,3,2,5,Alkane | Amine | Ester | Ether | Sulfide,Alkane | Carbamate | Ether | Haloalkane,Amine | Ester | Sulfide,Carbamate | Haloalkane,Amine=0.2219 | Ester=0.0423 | Sulfide=0.4320,Carbamate=0.9647 | Haloalkane=0.8060
47590,4,1,5,Alcohol | Alkane | Alkene | Amine | Arene | Ether | Ketone | Sulfide,Alcohol | Alkane | Amide | Arene | Ether,Alkene | Amine | Ketone | Sulfide,Amide,Alkene=0.1888 | Amine=0.4455 | Ketone=0.0784 | Sulfide=0.3306,Amide=0.8713
48308,2,3,5,Alkane | Amine | Arene | Ketone | Nitrile,Alkane | Alkene | Arene | Ester | Ether | Nitrile,Amine | Ketone,Alkene | Ester | Ether,Amine=0.0072 | Ketone=0.5193,Alkene=0.8297 | Ester=0.8799 | Ether=0.4902
48372,4,1,5,Alkane | Amine | Arene | Haloalkane | Sulfonamide | Sulfoxide,Amine | Haloalkane | Sulfide,Alkane | Arene | Sulfonamide | Sulfoxide,Sulfide,Alkane=0.0599 | Arene=0.1607 | Sulfonamide=0.0164 | Sulfoxide=0.0000,Sulfide=0.8995
48491,3,2,5,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Nitrile | Sulfide | Sulfone,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Nitrile | Sulfone,Alkene | Enamine | Sulfide,Amide | Ether,Alkene=0.5473 | Enamine=0.8126 | Sulfide=0.3819,Amide=0.6980 | Ether=0.5262
48989,3,2,5,Alkane | Alkene | Amide | Amine | Arene | Enamine | Thioamide,Alkane | Amide | Amine | Arene | Ether | Haloalkane,Alkene | Enamine | Thioamide,Ether | Haloalkane,Alkene=0.3573 | Enamine=0.1639 | Thioamide=0.0057,Ether=0.4129 | Haloalkane=0.5317
49141,1,4,5,Alkane | Arene | Haloalkane | Nitrile,Alkane | Alkene | Amine | Arene | Ether | Haloalkane | Sulfide,Nitrile,Alkene | Amine | Ether | Sulfide,Nitrile=0.0188,Alkene=0.8072 | Amine=0.6705 | Ether=0.6934 | Sulfide=0.5276
50893,4,1,5,Alkane | Amide | Amine | Carbamate | Ether | Haloalkane | Imide,Alkane | Amine | Ether | Sulfide,Amide | Carbamate | Haloalkane | Imide,Sulfide,Amide=0.0857 | Carbamate=0.0022 | Haloalkane=0.1337 | Imide=0.0002,Sulfide=0.6539
51746,2,3,5,Alkane | Amine | Haloalkane | Nitrile | Sulfide,Alkane | Alkyne | Amine | Arene | Ether | Nitrile,Haloalkane | Sulfide,Alkyne | Arene | Ether,Haloalkane=0.2733 | Sulfide=0.3461,Alkyne=0.9598 | Arene=0.7951 | Ether=0.6942
52330,2,3,5,Alcohol | Alkane | Amine | Arene | Sulfonamide,Alkane | Amide | Arene | Ether | Sulfonamide | Sulfone,Alcohol | Amine,Amide | Ether | Sulfone,Alcohol=0.0103 | Amine=0.3013,Amide=0.6538 | Ether=0.5013 | Sulfone=0.8703
52540,3,2,5,Alkane | Amide | Amine | Haloalkane | Hydrazine,Alkane | Arene | Haloalkane | Sulfide,Amide | Amine | Hydrazine,Arene | Sulfide,Amide=0.0536 | Amine=0.1611 | Hydrazine=0.0017,Arene=0.5105 | Sulfide=0.8149
53396,3,2,5,Alkane | Carbamate | Ether | Sulfide,Alcohol | Alkane | Arene,Carbamate | Ether | Sulfide,Alcohol | Arene,Carbamate=0.0049 | Ether=0.1443 | Sulfide=0.3775,Alcohol=0.9437 | Arene=0.9524
54087,5,0,5,Alcohol | Alkane | Alkene | Amide | Arene | Enamine | Ether | Imide | Phenol,Alkene | Amide | Arene | Imide,Alcohol | Alkane | Enamine | Ether | Phenol,,Alcohol=0.6262 | Alkane=0.0189 | Enamine=0.1064 | Ether=0.3578 | Phenol=0.0898,
54162,2,3,5,Alkane | Arene | Haloalkane | Ketone,Alkane | Amide | Amine | Arene | Ether,Haloalkane | Ketone,Amide | Amine | Ether,Haloalkane=0.0779 | Ketone=0.4268,Amide=0.6219 | Amine=0.7076 | Ether=0.8982
54728,4,1,5,Alcohol | Alkane | Alkene | Enol | Ester | Ether,Alcohol | Alkane | Haloalkane,Alkene | Enol | Ester | Ether,Haloalkane,Alkene=0.0003 | Enol=0.0000 | Ester=0.0043 | Ether=0.2922,Haloalkane=0.4395
54842,2,3,5,Alkane | Amide | Amine | Haloalkane,Alkane | Alkene | Amide | Ester | Ether,Amine | Haloalkane,Alkene | Ester | Ether,Amine=0.1768 | Haloalkane=0.1131,Alkene=0.9182 | Ester=0.7995 | Ether=0.4897
55041,3,2,5,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Imine | Ketone | Sulfide,Alkane | Amide | Amine | Arene | Enamine | Ether | Haloalkane | Sulfide,Alkene | Imine | Ketone,Amide | Ether,Alkene=0.0800 | Imine=0.0000 | Ketone=0.0126,Amide=0.5569 | Ether=0.8563
55201,1,4,5,Alkane | Sulfone,Alkane | Arene | Ether | Haloalkane | Sulfide,Sulfone,Arene | Ether | Haloalkane | Sulfide,Sulfone=0.0069,Arene=0.4433 | Ether=0.5306 | Haloalkane=0.5434 | Sulfide=0.6550
55346,2,3,5,Alcohol | Alkane | Ester | Ether,Alcohol | Alkane | Amine | Haloalkane | Phenol,Ester | Ether,Amine | Haloalkane | Phenol,Ester=0.2229 | Ether=0.3287,Amine=0.9325 | Haloalkane=0.4190 | Phenol=0.8955
57788,0,5,5,Arene,Alkane | Amide | Amine | Arene | Imide | Sulfide,,Alkane | Amide | Amine | Imide | Sulfide,,Alkane=0.9695 | Amide=0.9016 | Amine=0.4893 | Imide=0.9332 | Sulfide=0.6907
58697,2,3,5,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Ether,Alcohol | Alkane | Arene | Ether | Haloalkane | Ketone | Phenol,Amide | Carboxylic acid,Haloalkane | Ketone | Phenol,Amide=0.3181 | Carboxylic acid=0.5246,Haloalkane=0.5884 | Ketone=0.9606 | Phenol=0.9953
61065,3,2,5,Alkane | Alkene | Amine | Arene | Enamine | Imine,Alkane | Amine | Arene | Ester | Ether,Alkene | Enamine | Imine,Ester | Ether,Alkene=0.1191 | Enamine=0.0000 | Imine=0.0000,Ester=0.9749 | Ether=0.6581
61553,2,3,5,Alkane | Nitrile | Sulfide,Alkane | Arene | Ether | Haloalkane,Nitrile | Sulfide,Arene | Ether | Haloalkane,Nitrile=0.2640 | Sulfide=0.3687,Arene=0.3862 | Ether=0.8731 | Haloalkane=0.8406
63301,1,4,5,Alkane | Amine | Arene | Ester | Ether,Alkane | Amide | Amine | Arene | Carbamate | Ether | Haloalkane | Ketone,Ester,Amide | Carbamate | Haloalkane | Ketone,Ester=0.1064,Amide=0.6209 | Carbamate=0.9746 | Haloalkane=0.4397 | Ketone=0.6214
63539,2,3,5,Alkane | Amide | Arene | Imide,Alkane | Amine | Arene | Ether | Haloalkane,Amide | Imide,Amine | Ether | Haloalkane,Amide=0.4173 | Imide=0.5541,Amine=0.8709 | Ether=0.5737 | Haloalkane=0.5517
64098,3,2,5,Alkane | Amide | Arene | Ether | Hydrazone,Alkane | Ether | Haloalkane | Ketone,Amide | Arene | Hydrazone,Haloalkane | Ketone,Amide=0.0828 | Arene=0.1174 | Hydrazone=0.0302,Haloalkane=0.4018 | Ketone=0.8437
64346,4,1,5,Alkane | Amide | Amine | Arene | Ether | Haloalkane | Hydrazone,Amine | Arene | Haloalkane | Nitrile,Alkane | Amide | Ether | Hydrazone,Nitrile,Alkane=0.0303 | Amide=0.3969 | Ether=0.1705 | Hydrazone=0.0000,Nitrile=0.9996
64902,2,3,5,Alcohol | Alkane | Alkene | Amine | Arene | Sulfide,Alkane | Alkene | Amine | Ester | Ether | Haloalkane | Sulfide,Alcohol | Arene,Ester | Ether | Haloalkane,Alcohol=0.5621 | Arene=0.2624,Ester=0.7600 | Ether=0.9412 | Haloalkane=0.4068
64957,3,2,5,Alkane | Alkene | Amide | Amine | Imine,Alkane | Amine | Arene | Haloalkane,Alkene | Amide | Imine,Arene | Haloalkane,Alkene=0.1185 | Amide=0.2502 | Imine=0.0000,Arene=0.4628 | Haloalkane=0.5609
65568,2,3,5,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Hydrazone,Alkane | Amide | Amine | Arene | Ester | Ether | Hydrazone,Alcohol | Carboxylic acid,Amide | Ester | Ether,Alcohol=0.0036 | Carboxylic acid=0.0070,Amide=0.4948 | Ester=0.7809 | Ether=0.5979
